date,ticker,listed_shares,creation_unit_shares,redemption_unit_shares,nav_jpy,aum_jpym,units_method,tag
2026-06-01,2516.T,16730000.0,20000,20000,619.5,10364.235,[Market/JPX],[Market/JPX]
2026-06-02,2516.T,16730000.0,20000,20000,615.4000244140625,10295.642408447266,[Market/JPX],[Market/JPX]
2026-06-03,2516.T,16730000.0,20000,20000,606.0,10138.38,[Market/JPX],[Market/JPX]
2026-06-04,2516.T,16730000.0,20000,20000,590.2000122070312,9874.046204223632,[Market/JPX],[Market/JPX]
2026-06-05,2516.T,16730000.0,20000,20000,609.2999877929688,10193.588795776368,[Market/JPX],[Market/JPX]
2026-04-30,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1928.5,63046.005162,[Market/JPX],[Market/JPX]
2026-05-01,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1934.0,63225.809688,[Market/JPX],[Market/JPX]
2026-05-07,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1928.0,63029.659296,[Market/JPX],[Market/JPX]
2026-05-08,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1918.0,62702.741976,[Market/JPX],[Market/JPX]
2026-05-11,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1913.5,62555.629182,[Market/JPX],[Market/JPX]
2026-05-12,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1902.0,62179.674264,[Market/JPX],[Market/JPX]
2026-05-13,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1890.5,61803.719346,[Market/JPX],[Market/JPX]
2026-05-14,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1882.5,61542.18549,[Market/JPX],[Market/JPX]
2026-05-15,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1887.5,61705.64415,[Market/JPX],[Market/JPX]
2026-05-18,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1865.0,60970.08018,[Market/JPX],[Market/JPX]
2026-05-19,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1879.5,61444.110294,[Market/JPX],[Market/JPX]
2026-05-20,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1856.5,60692.200458,[Market/JPX],[Market/JPX]
2026-05-21,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1868.0,61068.155376,[Market/JPX],[Market/JPX]
2026-05-22,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1852.0,60545.087664,[Market/JPX],[Market/JPX]
2026-05-25,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1855.0,60643.16286,[Market/JPX],[Market/JPX]
2026-05-26,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1849.5,60463.358334,[Market/JPX],[Market/JPX]
2026-05-27,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1858.5,60757.583922,[Market/JPX],[Market/JPX]
2026-05-28,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1869.0,61100.847108,[Market/JPX],[Market/JPX]
2026-05-29,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1898.5,62065.253202,[Market/JPX],[Market/JPX]
2026-06-01,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1839.0,60120.095148,[Market/JPX],[Market/JPX]
2026-06-02,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1819.5,59482.606374,[Market/JPX],[Market/JPX]
2026-06-03,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1850.0,60479.7042,[Market/JPX],[Market/JPX]
2026-06-04,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1813.0,59270.110116,[Market/JPX],[Market/JPX]
2026-06-05,2555.T,32691732.0,"150,000（注1）","150,000（注1）",1806.5,59057.613858,[Market/JPX],[Market/JPX]
2026-04-30,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1146.0,1957.015032,[Market/JPX],[Market/JPX]
2026-05-01,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1146.0,1957.015032,[Market/JPX],[Market/JPX]
2026-05-07,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1146.0,1957.015032,[Market/JPX],[Market/JPX]
2026-05-08,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1146.0,1957.015032,[Market/JPX],[Market/JPX]
2026-05-11,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1124.5,1920.299654,[Market/JPX],[Market/JPX]
2026-05-12,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1121.0,1914.322732,[Market/JPX],[Market/JPX]
2026-05-13,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1110.0,1895.53812,[Market/JPX],[Market/JPX]
2026-05-14,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1107.5,1891.26889,[Market/JPX],[Market/JPX]
2026-05-15,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1112.5,1899.80735,[Market/JPX],[Market/JPX]
2026-05-18,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1098.0,1875.045816,[Market/JPX],[Market/JPX]
2026-05-19,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1098.0,1875.045816,[Market/JPX],[Market/JPX]
2026-05-20,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1092.0,1864.799664,[Market/JPX],[Market/JPX]
2026-05-21,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1098.0,1875.045816,[Market/JPX],[Market/JPX]
2026-05-22,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1090.0,1861.38428,[Market/JPX],[Market/JPX]
2026-05-25,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1091.0,1863.091972,[Market/JPX],[Market/JPX]
2026-05-26,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1090.0,1861.38428,[Market/JPX],[Market/JPX]
2026-05-27,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1100.0,1878.4612,[Market/JPX],[Market/JPX]
2026-05-28,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1088.5,1858.822742,[Market/JPX],[Market/JPX]
2026-05-29,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1088.5,1858.822742,[Market/JPX],[Market/JPX]
2026-06-01,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1085.0,1852.84582,[Market/JPX],[Market/JPX]
2026-06-02,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1071.0,1828.938132,[Market/JPX],[Market/JPX]
2026-06-03,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1071.0,1828.938132,[Market/JPX],[Market/JPX]
2026-06-04,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1071.0,1828.938132,[Market/JPX],[Market/JPX]
2026-06-05,360A.T,1707692.0,"86,000（注1）","86,000（注1）",1062.5,1814.42275,[Market/JPX],[Market/JPX]
