as_of,nav_jpy,aum_jpym,month_ret,source
2020-01-31,26687.0,18462.0,-0.0023551401869158495,yahoo_finance_jp:9D311082
2020-02-29,24316.0,16817.0,-0.08884475587364637,yahoo_finance_jp:9D311082
2020-03-31,23930.0,16550.0,-0.015874321434446448,yahoo_finance_jp:9D311082
2020-04-30,24696.0,17079.0,0.03201002925198493,yahoo_finance_jp:9D311082
2020-05-31,25851.0,17878.0,0.04676870748299322,yahoo_finance_jp:9D311082
2020-06-30,26318.0,18201.0,0.018065065181230855,yahoo_finance_jp:9D311082
2020-07-31,25605.0,17708.0,-0.02709172429515916,yahoo_finance_jp:9D311082
2020-08-31,26786.0,18525.0,0.046123803944542185,yahoo_finance_jp:9D311082
2020-09-30,27641.0,19113.0,0.03191965952363174,yahoo_finance_jp:9D311082
2020-10-31,26723.0,18479.0,-0.03321153359140405,yahoo_finance_jp:9D311082
2020-11-30,27876.0,19276.0,0.0431463533285934,yahoo_finance_jp:9D311082
2020-12-31,28460.0,19667.0,0.02094992107906446,yahoo_finance_jp:9D311082
2021-01-31,28326.0,18527.0,-0.004708362614195383,yahoo_finance_jp:9D311082
2021-02-28,28574.0,18689.0,0.008755207230106699,yahoo_finance_jp:9D311082
2021-03-31,30077.0,19672.0,0.052600265976062044,yahoo_finance_jp:9D311082
2021-04-30,29861.0,19531.0,-0.007181567310569514,yahoo_finance_jp:9D311082
2021-05-31,29915.0,19563.0,0.0018083788218747898,yahoo_finance_jp:9D311082
2021-06-30,30351.0,19849.0,0.01457462811298682,yahoo_finance_jp:9D311082
2021-07-31,30051.0,19667.0,-0.009884353069091634,yahoo_finance_jp:9D311082
2021-08-31,30558.0,19999.0,0.01687131875811132,yahoo_finance_jp:9D311082
2021-09-30,30909.0,20228.0,0.011486353818967121,yahoo_finance_jp:9D311082
2021-10-31,30596.0,20024.0,-0.010126500372059866,yahoo_finance_jp:9D311082
2021-11-30,29425.0,19257.0,-0.0382729768597202,yahoo_finance_jp:9D311082
2021-12-31,31322.0,20499.0,0.06446898895497033,yahoo_finance_jp:9D311082
2022-01-31,30610.0,20032.0,-0.02273162633292891,yahoo_finance_jp:9D311082
2022-02-28,31405.0,20553.0,0.025971904606337803,yahoo_finance_jp:9D311082
2022-03-31,31594.0,20677.0,0.006018149976118492,yahoo_finance_jp:9D311082
2022-04-30,31380.0,20536.0,-0.006773437994555875,yahoo_finance_jp:9D311082
2022-05-31,30978.0,20274.0,-0.012810707456978987,yahoo_finance_jp:9D311082
2022-06-30,31480.0,20602.0,0.0162050487442702,yahoo_finance_jp:9D311082
2022-07-31,32112.0,21015.0,0.020076238881829633,yahoo_finance_jp:9D311082
2022-08-31,32383.0,21193.0,0.008439212755356307,yahoo_finance_jp:9D311082
2022-09-30,31698.0,20744.0,-0.021153074143840933,yahoo_finance_jp:9D311082
2022-10-31,32638.0,21360.0,0.02965486781500415,yahoo_finance_jp:9D311082
2022-11-30,32896.0,21529.0,0.007904896133341444,yahoo_finance_jp:9D311082
2022-12-31,32188.0,21063.0,-0.021522373540856066,yahoo_finance_jp:9D311082
2023-01-31,32960.0,21569.0,0.02398409345097563,yahoo_finance_jp:9D311082
2023-02-28,33194.0,21722.0,0.007099514563106757,yahoo_finance_jp:9D311082
2023-03-31,34526.0,22600.0,0.04012773392781832,yahoo_finance_jp:9D311082
2023-04-30,35461.0,23212.0,0.02708104037536918,yahoo_finance_jp:9D311082
2023-05-31,34824.0,22795.0,-0.017963396407320698,yahoo_finance_jp:9D311082
2023-06-30,36380.0,23814.0,0.044681828623937436,yahoo_finance_jp:9D311082
2023-07-31,36563.0,23932.0,0.005030236393622767,yahoo_finance_jp:9D311082
2023-08-31,36733.0,24044.0,0.004649509066542601,yahoo_finance_jp:9D311082
2023-09-30,36990.0,24212.0,0.006996433724443918,yahoo_finance_jp:9D311082
2023-10-31,35362.0,23146.0,-0.0440118951067856,yahoo_finance_jp:9D311082
2023-11-30,37071.0,24274.0,0.04832871443922859,yahoo_finance_jp:9D311082
2023-12-31,36870.0,24142.0,-0.005422028000323653,yahoo_finance_jp:9D311082
2024-01-31,38551.0,25243.0,0.045592622728505505,yahoo_finance_jp:9D311082
2024-02-29,40288.0,26379.0,0.045057196959871426,yahoo_finance_jp:9D311082
2024-03-31,42215.0,27641.0,0.047830619539317,yahoo_finance_jp:9D311082
2024-04-30,43103.0,28222.0,0.02103517706976188,yahoo_finance_jp:9D311082
2024-05-31,44253.0,28975.0,0.026680277474885772,yahoo_finance_jp:9D311082
2024-06-30,45779.0,29974.0,0.03448353783924252,yahoo_finance_jp:9D311082
2024-07-31,45176.0,29580.0,-0.013171978418051955,yahoo_finance_jp:9D311082
2024-08-31,43642.0,28575.0,-0.03395608287586327,yahoo_finance_jp:9D311082
2024-09-30,43495.0,28478.0,-0.003368314925988769,yahoo_finance_jp:9D311082
2024-10-31,43962.0,28786.0,0.01073686630647197,yahoo_finance_jp:9D311082
2024-11-30,46578.0,30499.0,0.05950593694554396,yahoo_finance_jp:9D311082
2024-12-31,46737.0,30608.0,0.0034136287517712027,yahoo_finance_jp:9D311082
2025-01-31,47709.0,31332.0,0.020797227036395194,yahoo_finance_jp:9D311082
2025-02-28,46097.0,30293.0,-0.03378817413905133,yahoo_finance_jp:9D311082
2025-03-31,46779.0,30950.0,0.01479488903833226,yahoo_finance_jp:9D311082
2025-04-30,46943.0,31123.0,0.0035058466405866184,yahoo_finance_jp:9D311082
2025-05-31,49133.0,32589.0,0.04665232303005773,yahoo_finance_jp:9D311082
2025-06-30,50179.0,33333.0,0.02128915392913111,yahoo_finance_jp:9D311082
2025-07-31,52906.0,35161.0,0.05434544331293978,yahoo_finance_jp:9D311082
2025-08-31,53877.0,35807.0,0.01835330586322903,yahoo_finance_jp:9D311082
2025-09-30,53931.0,35840.0,0.0010022829778941755,yahoo_finance_jp:9D311082
2025-10-31,54451.0,36386.0,0.009641949898944846,yahoo_finance_jp:9D311082
2025-11-30,56969.0,38118.0,0.046243411507594034,yahoo_finance_jp:9D311082
2025-12-31,57397.0,38603.0,0.007512857870069611,yahoo_finance_jp:9D311082
2026-01-31,58454.0,39315.0,0.01841559663397052,yahoo_finance_jp:9D311082
2026-02-28,63510.0,42735.0,0.08649536387586831,yahoo_finance_jp:9D311082
2026-03-31,58747.0,39530.0,-0.0749960636120296,yahoo_finance_jp:9D311082
2026-04-30,59025.0,39697.0,0.004732156535652843,yahoo_finance_jp:9D311082
2026-05-31,60078.0,40405.0,0.01783989834815758,yahoo_finance_jp:9D311082
2026-06-30,59048.0,39779.0,-0.01714437897400045,yahoo_finance_jp:9D311082
