date,monthly_return
2022-08-01,-0.01517700
2022-09-01,-0.02745035
2022-10-01,-0.01988148
2022-11-01,0.02383703
2022-12-01,-0.00873353
2023-01-01,0.02547882
2023-02-01,-0.01616857
2023-03-01,0.01613122
2023-04-01,0.00112779
2023-05-01,-0.01005085
2023-06-01,0.00072361
2023-07-01,-0.00848094
2023-08-01,-0.01047354
2023-09-01,-0.02650375
2023-10-01,-0.01821068
2023-11-01,0.03307955
2023-12-01,0.02895265
2024-01-01,-0.00748384
2024-02-01,-0.00750729
2024-03-01,0.00260944
2024-04-01,-0.02151803
2024-05-01,0.00962317
2024-06-01,0.00605714
2024-07-01,0.01209973
2024-08-01,0.00703749
2024-09-01,0.00666475
2024-10-01,-0.01818292
2024-11-01,0.00662407
2024-12-01,-0.02127004
2025-01-01,0.00164128
2025-02-01,0.01899029
2025-03-01,-0.00401560
2025-04-01,-0.00453487
2025-05-01,-0.01070205
2025-06-01,0.00888012
2025-07-01,-0.00379889
2025-08-01,0.00004235
2025-09-01,0.01196992
2025-10-01,0.00460364
2025-11-01,0.00090774
2025-12-01,-0.00886198
2026-01-01,-0.00011478
2026-02-01,0.01544585
2026-03-01,-0.01410016
2026-04-01,-0.00279886
2026-05-01,0.00177794
2026-06-01,-0.00101058
